0,471.17
0.01,1413.5
0.02,2180.2
0.03,2224.4
0.04,2190.5
0.05,2156.6
0.06,2124.3
0.07,2117.2
0.08,2118.8
0.09,2120.4
0.1,2121.9
0.11,2123.5
0.12,2125.1
0.13,2126.7
0.14,2128.3
0.15,2129.8
0.16,2131.4
0.17,2133
0.18,2134.6
0.19,2136.1
0.2,2137.7
0.21,2139.3
0.22,2140.9
0.23,2142.5
0.24,2144
0.25,2145.6
0.26,2147.2
0.27,2148.8
0.28,2150.4
0.29,2151.9
0.3,2153.5
0.31,2155.1
0.32,2156.7
0.33,2158.2
0.34,2159.8
0.35,2161.4
0.36,2163
0.37,2164.6
0.38,2166.5
0.395,2169.5
0.4175,2173.9
0.45125,2180.5
0.50125,2188.4
0.55125,2196.3
0.60125,2204.2
0.65125,2212.1
0.70125,2220
0.75125,2227.9
0.80125,2235.8
0.85125,2243.7
0.90125,2251.6
0.95125,2259.5
1.0013,2268.7
1.0513,2291
1.1013,2316.7
1.1513,2342.4
1.2013,2368.1
1.2513,2393.9
1.3013,2419.6
1.3513,2430.2
1.4013,2422.1
1.4513,2414
1.5013,2405.9
1.5513,2397.8
1.6013,2389.7
1.6513,2381.6
1.7013,2373.5
1.7513,2365.4
1.8013,2358.1
1.8413,2352
1.8764,2346.5
1.9089,2341.4
1.9401,2336.4
1.9708,2331.4
2.0018,2326.2
2.0345,2320.6
2.0706,2314.1
2.115,2306.4
2.165,2298.3
2.215,2289.2
2.265,2258.1
2.3069,2224.3
2.3395,2196.1
2.3689,2169.9
2.3972,2137.3
2.4257,2082.6
2.456,2020.4
2.4909,1942.3
2.538,1851.2
2.588,1803.8
2.638,1780.3
2.6827,1761.1
2.7154,1745.6
2.7453,1730.8
2.7751,1715.5
2.8071,1697.9
2.8457,1675.9
2.8957,1651.1
2.9457,1626.3
2.9957,1604.6
3.0331,1587.2
3.0659,1573.8
3.0991,1562.2
3.1372,1547.8
3.1872,1531.5
3.2372,1515.2
3.2872,1500.3
3.3289,1487.5
3.3655,1475.2
3.4045,1460.7
3.4545,1444.4
3.5045,1428.1
3.5545,1412.6
3.6031,1403.2
3.6445,1395.1
3.6924,1386.2
3.7424,1377.1
3.7924,1367.7
3.8424,1309.3
3.8902,1180.8
3.9402,879.46
3.9902,636.03
4.0402,510.19
4.0902,403.45
4.1402,365.47
4.1902,334.13
4.2402,302.79
4.2902,271.44
4.3402,227.76
4.3902,155.24
4.4402,81.53
4.4902,31.472
4.5402,23.486
4.5902,16.319
4.6402,9.1515
4.6902,2.1627
4.7402,0
